;meta[language=cleartext]
; id      |key(hex)|key(str)| text
2117400057|a8d89e5a||= 遗物（橙色）
2117400058|e4eb1bdb||= 猎魔人（绿色）
2117400059|ca23ca7a||&lt;= 大师（蓝色）
2117400060|ccb6a695||&lt;= 魔法（黄色）
2117400061|ccff005b||&lt;= 遗物（橙色）
2117400062|e76355d5||>= 大师（蓝色）
2117400063|17fac3da||>= 魔法（黄色）
2117400064|18431da0||>= 遗物（橙色）
2117400065|1e4be113||选择价值<font size="16">（>= 该值即拾取）</font>
2117400066|34027551||武器
2117400067|00b470c6||原料<font size="16">（工艺/炼金/染料）</font>
2117400068|d7b71abd||废品<font size="16">（所有"废品"分类的物品）</font>
2117400069|508983e5||未读阅读材料<font size="16">（书、笔记、地图等）</font>
2117400070|fc021681||已读阅读材料<font size="16">（书、笔记、地图等）</font>
2117400071|08528bd6||限制书籍最大库存数量<font size="16">（0 = 关闭）</font>
2117400072|c652af13||金币（克朗/弗罗林/奥伦）
2117400073|d97557fd||金币数量<font size="16">（>= 该值即拾取）</font>
2117400074|828c4a53||食物
2117400075|eec8efaf||升级物品<font size="16">（符文/符记/突变诱发物）</font>
2117400076|bb40c070||马具<font size="16">（眼罩/马鞍/马鞍袋）</font>
2117400077|774b1a65||战利品
2117400078|85c2540d||工具<font size="16">（修理工具）</font>
2117400079|c9a51163||其他物品<font size="16">（"任务物品/其他"分类的物品 - 钥匙/可读物品除外）</font>
2117400080|8e978779||配方<font size="16">（蓝图/配方）</font>
2117400081|26a0a261||面具
2117400082|dd77ed32||钥匙
2117400083|faf2a504||范围拾取
2117400084|1301d4e0||范围拾取预设
2117400085|337764f1||轻度模式
2117400086|3f38886c||普通模式
2117400087|33f7c787||重度模式
2117400088|2066da96||按住范围拾取键时忽略筛选器<font size="16">（拾取全部物品）</font>
2117400089|78afa928||真自动拾取
2117400090|c9b25204||真自动拾取预设
2117400091|deb8681a||启用真自动拾取模式
2117400092|07a39771||在游戏加载时开始搜索
2117400093|e65d0bf4||载入游戏时的弹窗通知
2117400094|fcc55054||全部显示
2117400095|8d1d9eb7||隐藏“禁用”弹窗
2117400096|7acd33a6||隐藏“启用”弹窗
2117400097|9bdef53c||全部隐藏
2117400098|a75f7a5e||站立不动时停止搜刮<font size="16">（骑马/驾船/游泳除外）</font>
2117400099|e5217b06||真自动拾取最小弹窗通知间隔（秒）
2117400100|84a07913||搜索频率（秒）
2117400101|54895836||通知
2117400102|7a59d8da||通知预设
2117400103|1aee0bc3||<font color="#FF8F00">*</font>原版风格
2117400104|8372a910||<font color="#FF8F00">*</font>模组默认
2117400105|143ff948||<font color="#FF8F00">*</font>透明背景
2117400106|465b11b9||<font color="#FF8F00">*</font>带有边框
2117400107|48eff63b||启用拾取通知
2117400108|87234bd7||默认弹窗使用黑色背景
2117400109|2c70b6a5||<font color="#FF8F00">*</font>拾取弹窗使用黑色背景
2117400110|99e6aac0||<font color="#FF8F00">*</font>拾取弹窗背景透明度<font size="16">（0 = 透明）</font>
2117400111|1f926974||<font color="#FF8F00">*</font>添加字体轮廓
2117400112|7c5926f2||无轮廓
2117400113|ca8259d9||浅轮廓
2117400114|925aea34||深轮廓
2117400115|7c58f32c||阴影轮廓
2117400116|2b2749f7||通知字体大小
2117400117|f748ea0f||拾取弹窗水平位置（X 轴）
2117400118|f748ea10||拾取弹窗垂直位置（Y 轴）
2117400119|7d6ae978||拾取弹窗的宽度
2117400120|9adc6dc6||书籍弹窗水平位置（X 轴）
2117400121|9adc6dc7||书籍弹窗垂直位置（Y 轴）
2117400122|ad7e76eb||<font color="#FF8F00">*</font>标题/后缀（已读、已知）的颜色
2117400123|32fb5d45||<font color="#FFFFFF">颜色 1</font>
2117400124|2c704bc4||<font color="#978181">颜色 2</font>
2117400125|61992d25||<font color="#FFF8D1">颜色 3</font>
2117400126|2c704bd1||<font color="#D5FFF2">颜色 4</font>
2117400127|32fb5d52||<font color="#95FFDB">颜色 5</font>
2117400128|2c704d57||<font color="#FFCDBD">颜色 6</font>
2117400129|61995df2||<font color="#FBD9FB">颜色 7</font>
2117400130|d19260b7||<font color="#BBE5FF">颜色 8</font>
2117400131|2c704bd3||<font color="#B0B000">颜色 9</font>
2117400132|32fb5d54||<font color="#FFFF00">颜色 10</font>
2117400133|2c704d95||<font color="#FF9F24">颜色 11</font>
2117400134|61996574||<font color="#FF4500">颜色 12</font>
2117400135|d1934975||<font color="#FF008E">颜色 13</font>
2117400136|61996581||<font color="#FEA9FE">颜色 14</font>
2117400137|2c704da2||<font color="#7E61FF">颜色 15</font>
2117400138|61996707||<font color="#5F29FE">颜色 16</font>
2117400139|d1937a42||<font color="#C800FF">颜色 17</font>
2117400140|60dbce67||<font color="#00FFE7">颜色 18</font>
2117400141|61996583||<font color="#64F387">颜色 19</font>
2117400142|2c704da4||<font color="#00FF0C">颜色 20</font>
2117400143|61996745||<font color="#17CAFF">颜色 21</font>
2117400144|d19381c4||<font color="#4682B4">颜色 22</font>
2117400145|60dcb725||<font color="#006D6C">颜色 23</font>
2117400146|d19381d1||<font color="#A1A1A1">颜色 24</font>
2117400147|61996752||<font color="#666666">颜色 25</font>
2117400148|d1938357||<font color="#666666">黑色<font size="16">（推荐与无轮廓同时使用）</font></font>
2117400149|8447e357||<font color="#FF8F00">*</font>普通品质物品颜色（主要颜色）
2117400150|07ee09b0||<font color="#3661dc">颜色 1（原版）</font>
2117400151|f5d32cb9||<font color="#367CDC">颜色 2</font>
2117400152|c4926ad0||<font color="#00BFFF">颜色 3</font>
2117400153|f373e23c||<font color="#909000">颜色 1（原版）</font>
2117400154|7b0865ad||<font color="#C4C92D">颜色 2</font>
2117400155|e604505c||<font color="#D8F135">颜色 3</font>
2117400156|d6faeab6||<font color="#934913">颜色 1（原版）</font>
2117400157|08626c73||<font color="#B25817">颜色 2</font>
2117400158|03eb2256||<font color="#FF7510">颜色 3</font>
2117400159|4d0c0b08||<font color="#197319">颜色 1（原版）</font>
2117400160|54755661||<font color="#019A01">颜色 2</font>
2117400161|3a357628||<font color="#00AA00">颜色 3</font>
2117400162|3fca9540||<font color="#FF8F00">*</font>大师品质物品颜色（蓝色）
2117400163|c09e4af7||<font color="#FF8F00">*</font>魔法品质物品颜色（黄色）
2117400164|de851cf1||<font color="#FF8F00">*</font>遗物品质物品颜色（橙色）
2117400165|6a3f9e10||<font color="#FF8F00">*</font>猎魔人品质物品颜色（绿色）
2117400166|4adc5da0||显示通知标题
2117400167|10aaca91||显示物品描述
2117400168|6e41a048||显示物品编号
2117400169|dae3379f||单次弹窗可显示的项目数
2117400170|491e308b||显示物品数量
2117400171|a195a022||启用拾取音效
2117400172|695af776||使用物品颜色
2117400173|04f85d5b||显示物品图像
2117400174|479ce714||战斗结束前隐藏通知
2117400175|bbdb7331||动作日志中显示拾取通知
2117400176|e9f71b74||显示时间（秒）
2117400177|9dc27063||每个物品的额外展示时间（毫秒）
2117400178|d36a473b||快捷键
2117400179|a2bcb9df||快捷键预设
2117400180|09a463c5||禁用半径切换快捷键:
2117400181|cb3a1638||范围拾取
2117400182|47b82bfc||真自动拾取
2117400183|c4423ecb||全部
2117400184|706379e6||范围拾取半径切换增量
2117400185|65f5de2a||真自动拾取半径切换增量
2117400186|d5d8fe45||*使用半径切换键快捷设置半径（选项如下）
2117400187|2e1d3016||范围拾取半径（1）
2117400188|2e1d43fc||范围拾取半径（2）
2117400189|1bd57b4e||范围拾取半径（3）
2117400190|3961014b||真自动拾取半径（1）
2117400191|39611531||真自动拾取半径（2）
2117400192|6569d343||真自动拾取半径（3）
2117400193|f853ddb9||静默弹窗
2117400194|10630d95||静默弹窗预设
2117400195|b9e3815a||为以下选项启用使用互动键（'E'）时的弹窗
2117400196|b5696c8f||仅收集草药时
2117400197|f7452158||隐藏拾取弹窗: 草药
2117400198|fd40b477||隐藏拾取弹窗: 原料（按选择品质）
2117400199|4062dcec||隐藏白色
2117400200|d6397ad1||隐藏蓝色以下
2117400201|01bad1eb||隐藏黄色以下
2117400202|8ff30d25||隐藏橙色以下
2117400203|f749ab01||隐藏拾取弹窗: 已读的阅读材料
2117400204|f7445dc9||隐藏拾取弹窗: 食物
2117400205|f74645b3||隐藏拾取弹窗: 废品（贝壳除外）
2117400206|d73ebe9b||废品价值<font size="16">（>= 该值显示 / 1 全部隐藏 / 默认 150）</font>
2117400207|eab393fc||隐藏拾取弹窗: 金币<font size="16">（克朗/弗罗林/奥伦）</font>
2117400208|71cd130e||金币数量<font size="16">（>= 该值显示 / 1 全部隐藏）</font>
2117400209|8feda66f||隐藏拾取弹窗: 盔甲 （按选择品质）
2117400210|3c920d05||隐藏拾取弹窗: 武器 （按选择品质）
2117400211|4d5f8b0c||模组
2117400212|a3ce6192||自动拾取: 已加载默认设置
2117400213|4881c3af||<font size="22">自动拾取模组错误: 模组菜单缺失或过期!<br/><br/><font size="20">请检查下列文件是否存在或过期。</font><br/><font size="18">...\The Witcher 3\bin\config\r4game\user_config_matrix\pc\<br/>AHDAutoLootConfig.xml</font>
2117400214|4f50ca9f||自动拾取模组错误: 未设置字体大小!
2117400215|3369b943||<font color="#FF0000">警告</font>: 已自动拾取任务物品/受保护的容器！
2117400216|218aed4d||自动拾取弹窗当前位置...
2117400217|265299cc||已拾取:
2117400218|10f20fc0||在战斗中收获:
2117400219|92cec70d||（已读）
2117400220|e4e719ce||（已知）
2117400221|964b3e04||范围拾取半径
2117400222|9a4bcdc8||真自动拾取半径
2117400223|2436ccc5||真自动拾取模式
2117400224|1f7974c4||筛选器
2117400225|288a7085||信息
2117400226|0ad782d3||关闭状态
2117400227|f2785c0a||启用状态
2117400228|9e8488b1||启用筛选
2117400229|29baddc8||禁用筛选（拾取全部物品）
2117400230|9bb93476||查看筛选器状态<font size="16">（长按即可切换状态）</font>
2117400231|18c94a3a||激活范围自动拾取
2117400232|21dc9d36||开关真自动拾取模式
2117400233|063f5dff||范围拾取: 当前半径 / 半径（2）
2117400234|93d3f783||真自动拾取: 当前半径 / 半径（2）
2117400235|685681ec||范围拾取: 减小半径 / 半径（1）
2117400236|881c7d70||真自动拾取: 减小半径 / 半径（1）
2117400237|ad01afa4||范围拾取: 增加半径 / 半径（3）
2117400238|f336da28||真自动拾取: 增加半径 / 半径（3）
2117400239|4e34aa7c||允许在战斗中使用
2117400240|e8ce2156||可拾取物品搜索半径
2117400241|bd741bb5||单次最多可拾取容器
2117400242|47d531e8||搜索容器半径
2117400243|50887290||搜索草药半径
